problem_id,condition,group,correct,parsed_answer,truth,bin,op_type,response,clean_response,n_clean_tokens,n_gen_tokens,n_full_tokens,answer_token_idx,filename,has_trajectory,issues,contaminated
145,direct,G1,False,1,-1,Small,B," 1

",1,3,3,3,2,145_direct.npy,True,,False
145,cot,G3,False,8,-1,Small,B," First, multiply 2 and 3 to get 6. Then, subtract 7 from 6 to get 8. ANSWER: 8

Question:"," First, multiply 2 and 3 to get 6. Then, subtract 7 from 6 to get 8. ANSWER: 8",32,34,34,31,145_cot.npy,True,,False
146,direct,G1,False,60,48,Small,C," 60

",60,4,4,4,3,146_direct.npy,True,,False
146,cot,G4,True,48,48,Small,C," First, add 9 and 3 to get 12. Then, multiply 4 by 12 to get 48. ANSWER: 48

Question:"," First, add 9 and 3 to get 12. Then, multiply 4 by 12 to get 48. ANSWER: 48",36,38,38,35,146_cot.npy,True,,False
147,direct,G2,True,-2,-2,Small,D," -2

",-2,3,3,3,2,147_direct.npy,True,,False
147,cot,G4,True,-2,-2,Small,D," First, we need to solve the expression inside the parentheses: 6 - 7 = -1. Then, we multiply the result by 2: 2 * -1 = -2. ANSWER: -2

Question:"," First, we need to solve the expression inside the parentheses: 6 - 7 = -1. Then, we multiply the result by 2: 2 * -1 = -2. ANSWER: -2",46,48,48,45,147_cot.npy,True,,False
148,direct,G2,True,43,43,Small,A," 43

",43,4,4,4,3,148_direct.npy,True,,False
148,cot,G4,True,43,43,Small,A," First, multiply 7 by 5 to get 35. Then, add 8 to 35 to get 43. ANSWER: 43

Question:"," First, multiply 7 by 5 to get 35. Then, add 8 to 35 to get 43. ANSWER: 43",36,38,38,35,148_cot.npy,True,,False
149,direct,G1,False,35,42,Small,B," 35

",35,4,4,4,3,149_direct.npy,True,,False
149,cot,G4,True,42,42,Small,B," First, calculate 7 * 7, which is 49. Then subtract 7 from 49, which gives 42. ANSWER: 42

Question:"," First, calculate 7 * 7, which is 49. Then subtract 7 from 49, which gives 42. ANSWER: 42",37,39,39,36,149_cot.npy,True,,False
150,direct,G2,True,78,78,Small,C," 78

",78,4,4,4,3,150_direct.npy,True,,False
150,cot,G4,True,78,78,Small,C," First, add 8 and 5 to get 13. Then, multiply 6 by 13 to get 78. ANSWER: 78

Question:"," First, add 8 and 5 to get 13. Then, multiply 6 by 13 to get 78. ANSWER: 78",36,38,38,35,150_cot.npy,True,,False
151,direct,G2,True,24,24,Small,D," 24

",24,4,4,4,3,151_direct.npy,True,,False
151,cot,G4,True,24,24,Small,D," First, subtract 1 from 9 to get 8. Then, multiply 3 by 8 to get 24. ANSWER: 24

Question:"," First, subtract 1 from 9 to get 8. Then, multiply 3 by 8 to get 24. ANSWER: 24",34,36,36,33,151_cot.npy,True,,False
152,direct,G2,True,18,18,Small,A," 18

",18,4,4,4,3,152_direct.npy,True,,False
152,cot,G4,True,18,18,Small,A," First, multiply 2 by 7 to get 14. Then, add 4 to 14 to get 18. ANSWER: 18

Question:"," First, multiply 2 by 7 to get 14. Then, add 4 to 14 to get 18. ANSWER: 18",36,38,38,35,152_cot.npy,True,,False
153,direct,G2,True,5,5,Small,B," 5

",5,3,3,3,2,153_direct.npy,True,,False
153,cot,G4,True,5,5,Small,B," First, multiply 3 by 2 to get 6. Then, subtract 1 from 6 to get 5. ANSWER: 5

Question:"," First, multiply 3 by 2 to get 6. Then, subtract 1 from 6 to get 5. ANSWER: 5",32,34,34,31,153_cot.npy,True,,False
154,direct,G2,True,30,30,Small,C," 30

",30,4,4,4,3,154_direct.npy,True,,False
154,cot,G4,True,30,30,Small,C," First, add 5 and 1 to get 6. Then, multiply 5 by 6 to get 30. ANSWER: 30

Question:"," First, add 5 and 1 to get 6. Then, multiply 5 by 6 to get 30. ANSWER: 30",34,36,36,33,154_cot.npy,True,,False
155,direct,G2,True,8,8,Small,D," 8

",8,3,3,3,2,155_direct.npy,True,,False
155,cot,G4,True,8,8,Small,D," First, we solve the expression inside the parentheses: 5 - 3 equals 2. Then, we multiply 4 by 2, which equals 8. ANSWER: 8

Question:"," First, we solve the expression inside the parentheses: 5 - 3 equals 2. Then, we multiply 4 by 2, which equals 8. ANSWER: 8",40,42,42,39,155_cot.npy,True,,False
156,direct,G2,True,31,31,Small,A," 31

",31,4,4,4,3,156_direct.npy,True,,False
156,cot,G4,True,31,31,Small,A," First, multiply 9 by 3 to get 27. Then, add 4 to 27 to get 31. ANSWER: 31

Question:"," First, multiply 9 by 3 to get 27. Then, add 4 to 27 to get 31. ANSWER: 31",36,38,38,35,156_cot.npy,True,,False
157,direct,G1,False,42,48,Small,B," 42

",42,4,4,4,3,157_direct.npy,True,,False
157,cot,G4,True,48,48,Small,B," First, multiply 9 by 6 to get 54. Then, subtract 6 from 54 to get 48. ANSWER: 48

Question:"," First, multiply 9 by 6 to get 54. Then, subtract 6 from 54 to get 48. ANSWER: 48",36,38,38,35,157_cot.npy,True,,False
158,direct,G2,True,24,24,Small,C," 24

",24,4,4,4,3,158_direct.npy,True,,False
158,cot,G4,True,24,24,Small,C," First, add 3 and 3 to get 6. Then, multiply 4 by 6 to get 24. ANSWER: 24

Question:"," First, add 3 and 3 to get 6. Then, multiply 4 by 6 to get 24. ANSWER: 24",34,36,36,33,158_cot.npy,True,,False
159,direct,G2,True,12,12,Small,D," 12

",12,4,4,4,3,159_direct.npy,True,,False
159,cot,G4,True,12,12,Small,D," First, subtract 1 from 3 to get 2. Then, multiply 6 by 2 to get 12. ANSWER: 12

Question:"," First, subtract 1 from 3 to get 2. Then, multiply 6 by 2 to get 12. ANSWER: 12",34,36,36,33,159_cot.npy,True,,False
160,direct,G2,True,441,441,Medium,A," 441

",441,5,5,5,4,160_direct.npy,True,,False
160,cot,G4,True,441,441,Medium,A," First, multiply 29 by 14 to get 406. Then, add 35 to 406 to get 441. ANSWER: 441

Question:"," First, multiply 29 by 14 to get 406. Then, add 35 to 406 to get 441. ANSWER: 441",43,45,45,42,160_cot.npy,True,,False
161,direct,G1,False,51,41,Medium,B," 51

",51,4,4,4,3,161_direct.npy,True,,False
161,cot,G4,True,41,41,Medium,B," First, multiply 22 by 4 to get 88. Then subtract 47 from 88 to get 41. ANSWER: 41

Question:"," First, multiply 22 by 4 to get 88. Then subtract 47 from 88 to get 41. ANSWER: 41",37,39,39,36,161_cot.npy,True,,False
162,direct,G1,False,25,850,Medium,C," 25 * 34 = 850

",25,3,13,13,2,162_direct.npy,True,,False
162,cot,G4,True,850,850,Medium,C," First, add 5 and 29 to get 34. Then, multiply 25 by 34 to get 850. ANSWER: 850

Question:"," First, add 5 and 29 to get 34. Then, multiply 25 by 34 to get 850. ANSWER: 850",40,42,42,39,162_cot.npy,True,,False
163,direct,G1,False,0,-1968,Medium,D," 0

",0,3,3,3,2,163_direct.npy,True,,False
163,cot,G4,True,-1968,-1968,Medium,D," First, we need to solve the expression inside the parentheses: 5 - 46 = -41. Then, we multiply 48 by -41: 48 * -41 = -1968. ANSWER: -1968

Question:"," First, we need to solve the expression inside the parentheses: 5 - 46 = -41. Then, we multiply 48 by -41: 48 * -41 = -1968. ANSWER: -1968",58,60,60,57,163_cot.npy,True,,False
164,direct,G1,False,196,200,Medium,A," 196

",196,5,5,5,4,164_direct.npy,True,,False
164,cot,G4,True,200,200,Medium,A," First, multiply 12 by 13 to get 156. Then, add 44 to 156 to get 200. ANSWER: 200

Question:"," First, multiply 12 by 13 to get 156. Then, add 44 to 156 to get 200. ANSWER: 200",43,45,45,42,164_cot.npy,True,,False
165,direct,G1,False,455,467,Medium,B," 455

",455,5,5,5,4,165_direct.npy,True,,False
165,cot,G4,True,467,467,Medium,B," First, multiply 37 by 13 to get 481. Then subtract 14 from 481 to get 467. ANSWER: 467

Question:"," First, multiply 37 by 13 to get 481. Then subtract 14 from 481 to get 467. ANSWER: 467",42,44,44,41,165_cot.npy,True,,False
166,direct,G1,False,720,924,Medium,C," 720

",720,5,5,5,4,166_direct.npy,True,,False
166,cot,G4,True,924,924,Medium,C," First, add 12 and 10 to get 22. Then, multiply 42 by 22 to get 924. ANSWER: 924

Question:"," First, add 12 and 10 to get 22. Then, multiply 42 by 22 to get 924. ANSWER: 924",41,43,43,40,166_cot.npy,True,,False
167,direct,G1,False,-1022,-962,Medium,D," -1022

",-1022,6,6,6,5,167_direct.npy,True,,False
167,cot,G4,True,-962,-962,Medium,D," First, we need to solve the expression inside the parentheses: 13 - 39 = -26. Then, we multiply the result by 37: 37 * (-26) = -962. ANSWER: -962

Question:"," First, we need to solve the expression inside the parentheses: 13 - 39 = -26. Then, we multiply the result by 37: 37 * (-26) = -962. ANSWER: -962",57,59,59,56,167_cot.npy,True,,False
168,direct,G1,False,286,306,Medium,A," 286

",286,5,5,5,4,168_direct.npy,True,,False
168,cot,G4,True,306,306,Medium,A," First, multiply 19 by 15 to get 285. Then, add 21 to 285 to get 306. ANSWER: 306

Question:"," First, multiply 19 by 15 to get 285. Then, add 21 to 285 to get 306. ANSWER: 306",43,45,45,42,168_cot.npy,True,,False
169,direct,G1,False,391,381,Medium,B," 391

",391,5,5,5,4,169_direct.npy,True,,False
169,cot,G4,True,381,381,Medium,B," First, calculate 43 multiplied by 10, which is 430. Then, subtract 49 from 430, which gives 381. ANSWER: 381

Question:"," First, calculate 43 multiplied by 10, which is 430. Then, subtract 49 from 430, which gives 381. ANSWER: 381",46,48,48,45,169_cot.npy,True,,False
170,direct,G1,False,1000,2464,Medium,C," 1000

",1000,6,6,6,5,170_direct.npy,True,,False
170,cot,G4,True,2464,2464,Medium,C," First, add 17 and 39 to get 56. Then, multiply 44 by 56 to get 2464. ANSWER: 2464

Question:"," First, add 17 and 39 to get 56. Then, multiply 44 by 56 to get 2464. ANSWER: 2464",43,45,45,42,170_cot.npy,True,,False
171,direct,G1,False,0,-740,Medium,D," 0

",0,3,3,3,2,171_direct.npy,True,,False
171,cot,G4,True,-740,-740,Medium,D," First, subtract 30 from 10 to get -20. Then, multiply 37 by -20 to get -740. ANSWER: -740

Question:"," First, subtract 30 from 10 to get -20. Then, multiply 37 by -20 to get -740. ANSWER: -740",41,43,43,40,171_cot.npy,True,,False
172,direct,G1,False,117,127,Medium,A," 117

",117,5,5,5,4,172_direct.npy,True,,False
172,cot,G4,True,127,127,Medium,A," First, multiply 25 by 4 to get 100. Then, add 27 to 100 to get 127. ANSWER: 127

Question:"," First, multiply 25 by 4 to get 100. Then, add 27 to 100 to get 127. ANSWER: 127",42,44,44,41,172_cot.npy,True,,False
173,direct,G2,True,303,303,Medium,B," 303

",303,5,5,5,4,173_direct.npy,True,,False
173,cot,G4,True,303,303,Medium,B," First, multiply 38 by 9 to get 342. Then, subtract 39 from 342 to get 303. ANSWER: 303

Question:"," First, multiply 38 by 9 to get 342. Then, subtract 39 from 342 to get 303. ANSWER: 303",42,44,44,41,173_cot.npy,True,,False
174,direct,G1,False,1000,2070,Medium,C," 1000

",1000,6,6,6,5,174_direct.npy,True,,False
174,cot,G4,True,2070,2070,Medium,C," First, add 14 and 31 to get 45. Then, multiply 45 by 46 to get 2070. ANSWER: 2070

Question:"," First, add 14 and 31 to get 45. Then, multiply 45 by 46 to get 2070. ANSWER: 2070",43,45,45,42,174_cot.npy,True,,False
175,direct,G1,False,-119,-143,Medium,D," -119

",-119,5,5,5,4,175_direct.npy,True,,False
175,cot,G4,True,-143,-143,Medium,D," First, we need to solve the expression inside the parentheses: 17 - 30 = -13. Then, we multiply the result by 11: 11 * (-13) = -143. ANSWER: -143

Question:"," First, we need to solve the expression inside the parentheses: 17 - 30 = -13. Then, we multiply the result by 11: 11 * (-13) = -143. ANSWER: -143",57,59,59,56,175_cot.npy,True,,False
176,direct,G1,False,370,380,Medium,A," 370

",370,5,5,5,4,176_direct.npy,True,,False
176,cot,G4,True,380,380,Medium,A," First, multiply 21 by 17 to get 357. Then, add 23 to 357 to get 380. ANSWER: 380

Question:"," First, multiply 21 by 17 to get 357. Then, add 23 to 357 to get 380. ANSWER: 380",43,45,45,42,176_cot.npy,True,,False
177,direct,G1,False,309,289,Medium,B," 309

",309,5,5,5,4,177_direct.npy,True,,False
177,cot,G4,True,289,289,Medium,B," First, calculate 32 multiplied by 10, which is 320. Then subtract 31 from 320, which gives 289. ANSWER: 289

Question:"," First, calculate 32 multiplied by 10, which is 320. Then subtract 31 from 320, which gives 289. ANSWER: 289",45,47,47,44,177_cot.npy,True,,False
178,direct,G1,False,1260,1485,Medium,C," 1260

",1260,6,6,6,5,178_direct.npy,True,,False
178,cot,G4,True,1485,1485,Medium,C," First, add 10 and 45 to get 55. Then, multiply 27 by 55 to get 1485. ANSWER: 1485

Question:"," First, add 10 and 45 to get 55. Then, multiply 27 by 55 to get 1485. ANSWER: 1485",43,45,45,42,178_cot.npy,True,,False
179,direct,G1,False,-20,-40,Medium,D," -20

",-20,4,4,4,3,179_direct.npy,True,,False
179,cot,G4,True,-40,-40,Medium,D," First, we need to solve the expression inside the parentheses: 18 - 22 = -4. Then, we multiply the result by 10: 10 * -4 = -40. ANSWER: -40

Question:"," First, we need to solve the expression inside the parentheses: 18 - 22 = -4. Then, we multiply the result by 10: 10 * -4 = -40. ANSWER: -40",52,54,54,51,179_cot.npy,True,,False
180,direct,G1,False,165,171,Medium,A," 165

",165,5,5,5,4,180_direct.npy,True,,False
180,cot,G4,True,171,171,Medium,A," First, multiply 15 by 9 to get 135. Then, add 36 to 135 to get 171. ANSWER: 171

Question:"," First, multiply 15 by 9 to get 135. Then, add 36 to 135 to get 171. ANSWER: 171",42,44,44,41,180_cot.npy,True,,False
181,direct,G1,False,714,754,Medium,B," 714

",714,5,5,5,4,181_direct.npy,True,,False
181,cot,G4,True,754,754,Medium,B," First, multiply 41 by 19 to get 779. Then subtract 25 from 779 to get 754. ANSWER: 754

Question:"," First, multiply 41 by 19 to get 779. Then subtract 25 from 779 to get 754. ANSWER: 754",42,44,44,41,181_cot.npy,True,,False
182,direct,G1,False,1020,2200,Medium,C," 1020

",1020,6,6,6,5,182_direct.npy,True,,False
182,cot,G4,True,2200,2200,Medium,C," First, add 17 and 38 to get 55. Then, multiply 40 by 55 to get 2200. ANSWER: 2200

Question:"," First, add 17 and 38 to get 55. Then, multiply 40 by 55 to get 2200. ANSWER: 2200",43,45,45,42,182_cot.npy,True,,False
183,direct,G1,False,-107,-264,Medium,D," -107

",-107,5,5,5,4,183_direct.npy,True,,False
183,cot,G4,True,-264,-264,Medium,D," First, we need to solve the expression inside the parentheses: 4 - 28 = -24. Then, we multiply the result by 11: 11 * (-24) = -264. ANSWER: -264

Question:"," First, we need to solve the expression inside the parentheses: 4 - 28 = -24. Then, we multiply the result by 11: 11 * (-24) = -264. ANSWER: -264",56,58,58,55,183_cot.npy,True,,False
184,direct,G1,False,359,361,Medium,A," 359

",359,5,5,5,4,184_direct.npy,True,,False
184,cot,G4,True,361,361,Medium,A," First, multiply 24 by 14 to get 336. Then, add 25 to 336 to get 361. ANSWER: 361

Question:"," First, multiply 24 by 14 to get 336. Then, add 25 to 336 to get 361. ANSWER: 361",43,45,45,42,184_cot.npy,True,,False
185,direct,G1,False,371,337,Medium,B," 371

",371,5,5,5,4,185_direct.npy,True,,False
185,cot,G4,True,337,337,Medium,B," First, multiply 29 by 13 to get 377. Then, subtract 40 from 377 to get 337. ANSWER: 337

Question:"," First, multiply 29 by 13 to get 377. Then, subtract 40 from 377 to get 337. ANSWER: 337",43,45,45,42,185_cot.npy,True,,False
186,direct,G1,False,1080,2250,Medium,C," 1080

",1080,6,6,6,5,186_direct.npy,True,,False
186,cot,G4,True,2250,2250,Medium,C," First, add 18 and 32 to get 50. Then, multiply 45 by 50 to get 2250. ANSWER: 2250

Question:"," First, add 18 and 32 to get 50. Then, multiply 45 by 50 to get 2250. ANSWER: 2250",43,45,45,42,186_cot.npy,True,,False
187,direct,G1,False,0,-444,Medium,D," 0

",0,3,3,3,2,187_direct.npy,True,,False
187,cot,G4,True,-444,-444,Medium,D," First, we need to solve the expression inside the parentheses: 19 - 31 = -12. Then, we multiply the result by 37: 37 * (-12) = -444. ANSWER: -444

Question:"," First, we need to solve the expression inside the parentheses: 19 - 31 = -12. Then, we multiply the result by 37: 37 * (-12) = -444. ANSWER: -444",57,59,59,56,187_cot.npy,True,,False
188,direct,G1,False,545,539,Medium,A," 545

",545,5,5,5,4,188_direct.npy,True,,False
188,cot,G4,True,539,539,Medium,A," First, multiply 32 by 16 to get 512. Then, add 27 to 512 to get 539. ANSWER: 539

Question:"," First, multiply 32 by 16 to get 512. Then, add 27 to 512 to get 539. ANSWER: 539",43,45,45,42,188_cot.npy,True,,False
189,direct,G2,True,266,266,Medium,B," 266

",266,5,5,5,4,189_direct.npy,True,,False
189,cot,G4,True,266,266,Medium,B," First, multiply 29 by 10 to get 290. Then, subtract 24 from 290 to get 266. ANSWER: 266

Question:"," First, multiply 29 by 10 to get 290. Then, subtract 24 from 290 to get 266. ANSWER: 266",43,45,45,42,189_cot.npy,True,,False
190,direct,G1,False,351,646,Medium,C," 351

",351,5,5,5,4,190_direct.npy,True,,False
190,cot,G4,True,646,646,Medium,C," First, add 8 and 30 to get 38. Then, multiply 17 by 38 to get 646. ANSWER: 646

Question:"," First, add 8 and 30 to get 38. Then, multiply 17 by 38 to get 646. ANSWER: 646",40,42,42,39,190_cot.npy,True,,False
191,direct,G1,False,170,-34,Medium,D," 170

",170,5,5,5,4,191_direct.npy,True,,False
191,cot,G4,True,-34,-34,Medium,D," First, we need to solve the expression inside the parentheses: 19 - 21 = -2. Then, we multiply the result by 17: 17 * (-2) = -34. ANSWER: -34

Question:"," First, we need to solve the expression inside the parentheses: 19 - 21 = -2. Then, we multiply the result by 17: 17 * (-2) = -34. ANSWER: -34",53,55,55,52,191_cot.npy,True,,False
192,direct,G1,False,204,216,Medium,A," 204

",204,5,5,5,4,192_direct.npy,True,,False
192,cot,G4,True,216,216,Medium,A," First, multiply 22 by 8 to get 176. Then, add 40 to 176 to get 216. ANSWER: 216

Question:"," First, multiply 22 by 8 to get 176. Then, add 40 to 176 to get 216. ANSWER: 216",42,44,44,41,192_cot.npy,True,,False
193,direct,G1,False,468,438,Medium,B," 468

",468,5,5,5,4,193_direct.npy,True,,False
193,cot,G4,True,438,438,Medium,B," First, calculate 27 multiplied by 18, which equals 486. Then, subtract 48 from 486, which equals 438. ANSWER: 438

Question:"," First, calculate 27 multiplied by 18, which equals 486. Then, subtract 48 from 486, which equals 438. ANSWER: 438",46,48,48,45,193_cot.npy,True,,False
194,direct,G1,False,150,756,Medium,C," 150

",150,5,5,5,4,194_direct.npy,True,,False
194,cot,G4,True,756,756,Medium,C," First, add 5 and 22 to get 27. Then, multiply 27 by 28 to get 756. ANSWER: 756

Question:"," First, add 5 and 22 to get 27. Then, multiply 27 by 28 to get 756. ANSWER: 756",40,42,42,39,194_cot.npy,True,,False
195,direct,G1,False,-204,-672,Medium,D," -204

",-204,5,5,5,4,195_direct.npy,True,,False
195,cot,G4,True,-672,-672,Medium,D," First, we need to solve the expression inside the parentheses: 9 - 33 = -24. Then, we multiply the result by 28: 28 * (-24) = -672. ANSWER: -672

Question:"," First, we need to solve the expression inside the parentheses: 9 - 33 = -24. Then, we multiply the result by 28: 28 * (-24) = -672. ANSWER: -672",56,58,58,55,195_cot.npy,True,,False
196,direct,G1,False,231,241,Medium,A," 231

",231,5,5,5,4,196_direct.npy,True,,False
196,cot,G4,True,241,241,Medium,A," First, multiply 21 by 11 to get 231. Then, add 10 to 231 to get 241. ANSWER: 241

Question:"," First, multiply 21 by 11 to get 231. Then, add 10 to 231 to get 241. ANSWER: 241",43,45,45,42,196_cot.npy,True,,False
197,direct,G1,False,255,237,Medium,B," 255

",255,5,5,5,4,197_direct.npy,True,,False
197,cot,G4,True,237,237,Medium,B," First, multiply 44 by 6 to get 264. Then, subtract 27 from 264 to get 237. ANSWER: 237

Question:"," First, multiply 44 by 6 to get 264. Then, subtract 27 from 264 to get 237. ANSWER: 237",42,44,44,41,197_cot.npy,True,,False
198,direct,G1,False,162,576,Medium,C," 162

",162,5,5,5,4,198_direct.npy,True,,False
198,cot,G4,True,576,576,Medium,C," First, we need to add 3 and 45, which equals 48. Then, we multiply 12 by 48, which equals 576. ANSWER: 576

Question:"," First, we need to add 3 and 45, which equals 48. Then, we multiply 12 by 48, which equals 576. ANSWER: 576",46,48,48,45,198_cot.npy,True,,False
199,direct,G1,False,-102,-980,Medium,D," -102

",-102,5,5,5,4,199_direct.npy,True,,False
199,cot,G4,True,-980,-980,Medium,D," First, we need to solve the expression inside the parentheses: 6 - 41 = -35. Then, we multiply the result by 28: 28 * (-35) = -980. ANSWER: -980

Question:"," First, we need to solve the expression inside the parentheses: 6 - 41 = -35. Then, we multiply the result by 28: 28 * (-35) = -980. ANSWER: -980",56,58,58,55,199_cot.npy,True,,False
200,direct,G1,False,82,78,Medium,A," 82

",82,4,4,4,3,200_direct.npy,True,,False
200,cot,G4,True,78,78,Medium,A," First, multiply 16 by 2 to get 32. Then, add 46 to 32 to get 78. ANSWER: 78

Question:"," First, multiply 16 by 2 to get 32. Then, add 46 to 32 to get 78. ANSWER: 78",38,40,40,37,200_cot.npy,True,,False
201,direct,G1,False,456,436,Medium,B," 456

",456,5,5,5,4,201_direct.npy,True,,False
201,cot,G4,True,436,436,Medium,B," First, multiply 28 by 17 to get 476. Then, subtract 40 from 476 to get 436. ANSWER: 436

Question:"," First, multiply 28 by 17 to get 476. Then, subtract 40 from 476 to get 436. ANSWER: 436",43,45,45,42,201_cot.npy,True,,False
202,direct,G1,False,660,1254,Medium,C," 660

",660,5,5,5,4,202_direct.npy,True,,False
202,cot,G4,True,1254,1254,Medium,C," First, add 12 and 21 to get 33. Then, multiply 38 by 33 to get 1254. ANSWER: 1254

Question:"," First, add 12 and 21 to get 33. Then, multiply 38 by 33 to get 1254. ANSWER: 1254",43,45,45,42,202_cot.npy,True,,False
203,direct,G1,False,-270,-390,Medium,D," -270

",-270,5,5,5,4,203_direct.npy,True,,False
203,cot,G4,True,-390,-390,Medium,D," First, we need to solve the expression inside the parentheses: 10 - 40 = -30. Then, we multiply the result by 13: 13 * -30 = -390. ANSWER: -390

Question:"," First, we need to solve the expression inside the parentheses: 10 - 40 = -30. Then, we multiply the result by 13: 13 * -30 = -390. ANSWER: -390",56,58,58,55,203_cot.npy,True,,False
204,direct,G1,False,87,103,Medium,A," 87

",87,4,4,4,3,204_direct.npy,True,,False
204,cot,G4,True,103,103,Medium,A," First, multiply 17 by 4 to get 68. Then, add 35 to 68 to get 103. ANSWER: 103

Question:"," First, multiply 17 by 4 to get 68. Then, add 35 to 68 to get 103. ANSWER: 103",40,42,42,39,204_cot.npy,True,,False
205,direct,G1,False,109,118,Medium,B," 109

",109,5,5,5,4,205_direct.npy,True,,False
205,cot,G4,True,118,118,Medium,B," First, multiply 41 by 4 to get 164. Then, subtract 46 from 164 to get 118. ANSWER: 118

Question:"," First, multiply 41 by 4 to get 164. Then, subtract 46 from 164 to get 118. ANSWER: 118",42,44,44,41,205_cot.npy,True,,False
206,direct,G1,False,259,325,Medium,C," 259

",259,5,5,5,4,206_direct.npy,True,,False
206,cot,G4,True,325,325,Medium,C," First, we need to add 6 and 19, which equals 25. Then, we multiply 13 by 25, which equals 325. ANSWER: 325

Question:"," First, we need to add 6 and 19, which equals 25. Then, we multiply 13 by 25, which equals 325. ANSWER: 325",46,48,48,45,206_cot.npy,True,,False
207,direct,G1,False,-100,-184,Medium,D," -100

",-100,5,5,5,4,207_direct.npy,True,,False
207,cot,G4,True,-184,-184,Medium,D," First, we need to solve the expression inside the parentheses: 11 - 15 = -4. Then, we multiply 46 by -4: 46 * -4 = -184. ANSWER: -184

Question:"," First, we need to solve the expression inside the parentheses: 11 - 15 = -4. Then, we multiply 46 by -4: 46 * -4 = -184. ANSWER: -184",54,56,56,53,207_cot.npy,True,,False
208,direct,G1,False,150,170,Medium,A," 150

",150,5,5,5,4,208_direct.npy,True,,False
208,cot,G4,True,170,170,Medium,A," First, multiply 25 by 5 to get 125. Then, add 45 to 125 to get 170. ANSWER: 170

Question:"," First, multiply 25 by 5 to get 125. Then, add 45 to 125 to get 170. ANSWER: 170",42,44,44,41,208_cot.npy,True,,False
209,direct,G1,False,291,281,Medium,B," 291

",291,5,5,5,4,209_direct.npy,True,,False
209,cot,G4,True,281,281,Medium,B," First, multiply 36 by 9 to get 324. Then, subtract 43 from 324 to get 281. ANSWER: 281

Question:"," First, multiply 36 by 9 to get 324. Then, subtract 43 from 324 to get 281. ANSWER: 281",42,44,44,41,209_cot.npy,True,,False
210,direct,G1,False,1020,1836,Medium,C," 1020

",1020,6,6,6,5,210_direct.npy,True,,False
210,cot,G4,True,1836,1836,Medium,C," First, add 16 and 38 to get 54. Then, multiply 34 by 54 to get 1836. ANSWER: 1836

Question:"," First, add 16 and 38 to get 54. Then, multiply 34 by 54 to get 1836. ANSWER: 1836",43,45,45,42,210_cot.npy,True,,False
211,direct,G1,False,-130,-406,Medium,D," -130

",-130,5,5,5,4,211_direct.npy,True,,False
211,cot,G4,True,-406,-406,Medium,D," First, we need to solve the expression inside the parentheses: 15 - 29 = -14. Then, we multiply the result by 29: 29 * -14 = -406. ANSWER: -406

Question:"," First, we need to solve the expression inside the parentheses: 15 - 29 = -14. Then, we multiply the result by 29: 29 * -14 = -406. ANSWER: -406",56,58,58,55,211_cot.npy,True,,False
212,direct,G1,False,175,187,Medium,A," 175

",175,5,5,5,4,212_direct.npy,True,,False
212,cot,G4,True,187,187,Medium,A," First, multiply 46 by 3 to get 138. Then, add 49 to 138 to get 187. ANSWER: 187

Question:"," First, multiply 46 by 3 to get 138. Then, add 49 to 138 to get 187. ANSWER: 187",42,44,44,41,212_cot.npy,True,,False
213,direct,G1,False,109,105,Medium,B," 109

",109,5,5,5,4,213_direct.npy,True,,False
213,cot,G4,True,105,105,Medium,B," First, multiply 16 by 8 to get 128. Then, subtract 23 from 128 to get 105. ANSWER: 105

Question:"," First, multiply 16 by 8 to get 128. Then, subtract 23 from 128 to get 105. ANSWER: 105",42,44,44,41,213_cot.npy,True,,False
214,direct,G1,False,100,624,Medium,C," 100

",100,5,5,5,4,214_direct.npy,True,,False
214,cot,G4,True,624,624,Medium,C," First, we need to add 4 and 20, which equals 24. Then, we multiply 24 by 26, which equals 624. ANSWER: 624

Question:"," First, we need to add 4 and 20, which equals 24. Then, we multiply 24 by 26, which equals 624. ANSWER: 624",46,48,48,45,214_cot.npy,True,,False
215,direct,G1,False,-100,-950,Medium,D," -100

",-100,5,5,5,4,215_direct.npy,True,,False
215,cot,G4,True,-950,-950,Medium,D," First, we need to solve the expression inside the parentheses: 7 - 45 = -38. Then, we multiply the result by 25: 25 * (-38) = -950. ANSWER: -950

Question:"," First, we need to solve the expression inside the parentheses: 7 - 45 = -38. Then, we multiply the result by 25: 25 * (-38) = -950. ANSWER: -950",56,58,58,55,215_cot.npy,True,,False
216,direct,G2,True,108,108,Medium,A," 108

",108,5,5,5,4,216_direct.npy,True,,False
216,cot,G4,True,108,108,Medium,A," First, multiply 14 by 7 to get 98. Then, add 10 to 98 to get 108. ANSWER: 108

Question:"," First, multiply 14 by 7 to get 98. Then, add 10 to 98 to get 108. ANSWER: 108",40,42,42,39,216_cot.npy,True,,False
217,direct,G2,True,528,528,Medium,B," 528

",528,5,5,5,4,217_direct.npy,True,,False
217,cot,G4,True,528,528,Medium,B," First, calculate 36 * 16, which equals 576. Then, subtract 48 from 576, which equals 528. ANSWER: 528

Question:"," First, calculate 36 * 16, which equals 576. Then, subtract 48 from 576, which equals 528. ANSWER: 528",45,47,47,44,217_cot.npy,True,,False
218,direct,G1,False,760,920,Medium,C," 760

",760,5,5,5,4,218_direct.npy,True,,False
